0, 1.507348
1, 1.860323
2, 3.144602
3, 3.280399
4, 3.221785
5, 3.370913
6, 3.410161
7, 3.224111
8, 3.274873
9, 3.480496
10, 3.243881
11, 3.320649
12, 3.430464
13, 3.147870
14, 3.317113
15, 3.388531
16, 3.206384
17, 3.358094
18, 3.418518
19, 3.223884
20, 3.196937
21, 3.285738
22, 3.242199
23, 3.358517
24, 3.455428
25, 3.344877
26, 3.576378
27, 3.358271
28, 3.350814
29, 3.383617
30, 2.970230
31, 3.236689
32, 3.300846
33, 3.595464
34, 3.532798
35, 3.465277
36, 3.655062
37, 3.549054
38, 3.504915
39, 3.603340
40, 3.635630
41, 3.559099
42, 3.390723
43, 3.043120
44, 2.743346
45, 3.158193
46, 2.024974
47, 2.808238
48, 3.346814
49, 3.478083
50, 3.533720
51, 3.515752
52, 3.559762
53, 3.369331
54, 2.996080
55, 3.051162
56, 3.314118
57, 3.524284
58, 3.505991
59, 3.447499
60, 3.533591
61, 3.500674
62, 3.443535
63, 3.568719
64, 3.508343
65, 3.321420
66, 2.550910
67, 1.646775
68, 2.070560
69, 3.249579
70, 3.499940
71, 3.447527
72, 3.218543
73, 2.165085
74, 1.699058
75, 1.606007
76, 3.081155
77, 2.895972
78, 2.579696
79, 3.141179
80, 3.161768
81, 2.801337
82, 2.544463
83, 3.075658
84, 3.135743
85, 2.713836
86, 2.509761
87, 3.153515
88, 3.295268
89, 2.815360
90, 2.571037
91, 3.229966
92, 3.266841
93, 2.655259
94, 2.569051
95, 3.144165
96, 3.235088
97, 2.826174
98, 2.571656
99, 3.142523
100, 3.325539
101, 3.249632
102, 3.014728
103, 2.650318
104, 2.937950
105, 3.020316
106, 2.679548
107, 1.862451
108, 1.382069
109, 2.669133
110, 2.968046
111, 2.920135
112, 3.188379
113, 3.287102
114, 3.124846
115, 3.066967
116, 3.050710
117, 2.831835
118, 2.763745
119, 3.150496
120, 3.235177
121, 2.943475
122, 2.806650
123, 2.942173
124, 3.032725
125, 3.036932
126, 3.121601
127, 2.997760
128, 2.697073
129, 2.997760
130, 3.121601
131, 3.036932
132, 3.032725
133, 2.942173
134, 2.806650
135, 2.943475
136, 3.235177
137, 3.150496
138, 2.763745
139, 2.831835
140, 3.050710
141, 3.066967
142, 3.124846
143, 3.287102
144, 3.188379
145, 2.920135
146, 2.968046
147, 2.669133
148, 1.382069
149, 1.862451
150, 2.679548
151, 3.020316
152, 2.937950
153, 2.650318
154, 3.014728
155, 3.249632
156, 3.325539
157, 3.142523
158, 2.571656
159, 2.826174
160, 3.235088
161, 3.144165
162, 2.569051
163, 2.655259
164, 3.266841
165, 3.229966
166, 2.571037
167, 2.815360
168, 3.295268
169, 3.153515
170, 2.509761
171, 2.713836
172, 3.135743
173, 3.075658
174, 2.544463
175, 2.801337
176, 3.161768
177, 3.141179
178, 2.579696
179, 2.895972
180, 3.081155
181, 1.606007
182, 1.699058
183, 2.165085
184, 3.218543
185, 3.447527
186, 3.499940
187, 3.249579
188, 2.070560
189, 1.646775
190, 2.550910
191, 3.321420
192, 3.508343
193, 3.568719
194, 3.443535
195, 3.500674
196, 3.533591
197, 3.447499
198, 3.505991
199, 3.524284
200, 3.314118
201, 3.051162
202, 2.996080
203, 3.369331
204, 3.559762
205, 3.515752
206, 3.533720
207, 3.478083
208, 3.346814
209, 2.808238
210, 2.024974
211, 3.158193
212, 2.743346
213, 3.043120
214, 3.390723
215, 3.559099
216, 3.635630
217, 3.603340
218, 3.504915
219, 3.549054
220, 3.655062
221, 3.465277
222, 3.532798
223, 3.595464
224, 3.300846
225, 3.236689
226, 2.970230
227, 3.383617
228, 3.350814
229, 3.358271
230, 3.576378
231, 3.344877
232, 3.455428
233, 3.358517
234, 3.242199
235, 3.285738
236, 3.196937
237, 3.223884
238, 3.418518
239, 3.358094
240, 3.206384
241, 3.388531
242, 3.317113
243, 3.147870
244, 3.430464
245, 3.320649
246, 3.243881
247, 3.480496
248, 3.274873
249, 3.224111
250, 3.410161
251, 3.370913
252, 3.221785
253, 3.280399
254, 3.144602
255, 1.860323
